replicate,kmer size,theta,error rate,number of genomes,read count,time,memory,classification recall,classification precision,filter recall,filter precision,avg read count error
0,50,0.4,0.04,33,1000,84044594,26752,1.0,0.75,0.23293172690763053,1.0,127.33333333333333
0,50,0.6,0.04,33,1000,73971240,26752,1.0,0.75,0.15060240963855423,1.0,141.0
0,50,0.8,0.04,33,1000,57912675,26752,1.0,0.75,0.10240963855421686,1.0,149.0
0,50,1.0,0.04,33,1000,62188179,26752,1.0,0.75,0.05622489959839357,1.0,156.66666666666666
0,10,0.0,0.06,33,1000,191234351,26752,1.0,0.09090909090909091,1.0,0.5,830.0
0,10,0.2,0.06,33,1000,139594458,26760,1.0,0.09090909090909091,1.0,0.5020161290322581,63.0
0,10,0.4,0.06,33,1000,123978838,26760,1.0,0.13043478260869565,0.9718875502008032,0.7076023391812866,2.6666666666666665
0,10,0.6,0.06,33,1000,103509890,26760,1.0,0.3333333333333333,0.7309236947791165,0.9732620320855615,44.666666666666664
0,10,0.8,0.06,33,1000,130546607,26760,1.0,1.0,0.24497991967871485,1.0,125.33333333333333
0,10,1.0,0.06,33,1000,57598767,26760,1.0,1.0,0.006024096385542169,1.0,165.0
0,20,0.0,0.06,33,1000,186804181,26760,1.0,0.09090909090909091,1.0,0.5,830.0
0,20,0.2,0.06,33,1000,110008203,26760,1.0,0.75,0.8032128514056225,1.0,32.666666666666664
0,20,0.4,0.06,33,1000,84775734,26760,1.0,1.0,0.463855421686747,1.0,89.0
0,20,0.6,0.06,33,1000,72578954,26760,1.0,1.0,0.20682730923694778,1.0,131.66666666666666
0,20,0.8,0.06,33,1000,67618512,26760,1.0,1.0,0.04417670682730924,1.0,158.66666666666666
0,20,1.0,0.06,33,1000,70623570,26760,0.6666666666666666,1.0,0.004016064257028112,1.0,165.0
0,30,0.0,0.06,33,1000,185409130,26760,1.0,0.09090909090909091,1.0,0.5,830.0
0,30,0.2,0.06,33,1000,96809121,26764,1.0,0.75,0.4799196787148594,1.0,86.33333333333333
0,30,0.4,0.06,33,1000,98125129,26764,1.0,1.0,0.25301204819277107,1.0,124.0
0,30,0.6,0.06,33,1000,69468669,26764,1.0,1.0,0.09839357429718876,1.0,149.66666666666666
0,30,0.8,0.06,33,1000,75553198,26764,1.0,1.0,0.040160642570281124,1.0,159.33333333333334
0,30,1.0,0.06,33,1000,61626559,26764,0.6666666666666666,1.0,0.004016064257028112,1.0,165.0
0,40,0.0,0.06,33,1000,170387855,26764,1.0,0.09090909090909091,1.0,0.5,830.0
0,40,0.2,0.06,33,1000,93519832,26764,1.0,1.0,0.2991967871485944,1.0,116.33333333333333
0,40,0.4,0.06,33,1000,82358240,26764,1.0,1.0,0.15261044176706828,1.0,140.66666666666666
0,40,0.6,0.06,33,1000,70094958,26764,1.0,1.0,0.07228915662650602,1.0,154.0
0,40,0.8,0.06,33,1000,61912999,26764,1.0,1.0,0.028112449799196786,1.0,161.33333333333334
0,40,1.0,0.06,33,1000,66845348,26764,0.6666666666666666,1.0,0.004016064257028112,1.0,165.0
0,50,0.0,0.06,33,1000,174396705,26764,1.0,0.09090909090909091,1.0,0.5,830.0
0,50,0.2,0.06,33,1000,89836171,26764,1.0,1.0,0.1827309236947791,1.0,135.66666666666666
0,50,0.4,0.06,33,1000,69049031,26764,1.0,1.0,0.10843373493975904,1.0,148.0
0,50,0.6,0.06,33,1000,68456159,26764,1.0,1.0,0.05823293172690763,1.0,156.33333333333334
0,50,0.8,0.06,33,1000,64081856,26764,1.0,1.0,0.02610441767068273,1.0,161.66666666666666
0,50,1.0,0.06,33,1000,60580775,26764,0.6666666666666666,1.0,0.004016064257028112,1.0,165.0
0,10,0.0,0.08,33,1000,202978380,26756,1.0,0.09090909090909091,1.0,0.5,830.0
0,10,0.2,0.08,33,1000,151798313,26756,1.0,0.09090909090909091,1.0,0.5015105740181269,252.33333333333334
0,10,0.4,0.08,33,1000,126242040,26756,1.0,0.14285714285714285,0.9658634538152611,0.7063142437591777,57.666666666666664
0,10,0.6,0.08,33,1000,118361229,26756,1.0,0.3333333333333333,0.6606425702811245,0.9676470588235294,55.0
0,10,0.8,0.08,33,1000,91126149,26756,1.0,1.0,0.142570281124498,1.0,142.33333333333334
0,10,1.0,0.08,33,1000,57695361,26756,0.6666666666666666,1.0,0.004016064257028112,1.0,165.0
0,20,0.0,0.08,33,1000,186753862,26756,1.0,0.09090909090909091,1.0,0.5,830.0
0,20,0.2,0.08,33,1000,103554179,26756,1.0,1.0,0.6686746987951807,1.0,55.0
0,20,0.4,0.08,33,1000,84951213,26756,1.0,1.0,0.2991967871485944,1.0,116.33333333333333
0,20,0.6,0.08,33,1000,80073964,26756,1.0,1.0,0.08433734939759036,1.0,152.0
0,20,0.8,0.08,33,1000,72126992,26756,1.0,1.0,0.01606425702811245,1.0,163.33333333333334
0,20,1.0,0.08,33,1000,65008623,26756,0.6666666666666666,1.0,0.004016064257028112,1.0,165.0
