tool name,genome count in reads,error rate,time,memory,recall,precision,read count error
BioBloomTools,66,0.02,624286252,500728,1.0,0.8918918918918919,0.696969696969697
FastViromeExplorer,66,0.04,843406838,224088,1.0,0.9705882352941176,0.4593704545454545
PhageFilter,66,0.04,749116032,46160,0.5909090909090909,1.0,5.384615384615385
Kraken2,66,0.04,59423694,27104,1.0,0.9850746268656716,0.6818181818181818
BioBloomTools,66,0.04,546756632,500728,1.0,0.8571428571428571,0.5151515151515151
FastViromeExplorer,66,0.06,856476932,224092,1.0,0.9850746268656716,1.5253849996997513
PhageFilter,66,0.06,726386482,46116,0.6212121212121212,0.8913043478260869,4.170731707317073
Kraken2,66,0.06,56620135,27104,0.9848484848484849,0.9701492537313433,1.1538461538461537
BioBloomTools,66,0.06,631867752,500728,1.0,0.88,0.8181818181818182
FastViromeExplorer,66,0.08,842390296,224080,1.0,0.9705882352941176,2.7054375757575757
PhageFilter,66,0.08,799799749,46024,0.5303030303030303,0.8536585365853658,2.8857142857142857
Kraken2,66,0.08,56784912,27108,1.0,0.9850746268656716,1.606060606060606
BioBloomTools,66,0.08,605590922,500728,1.0,0.8571428571428571,1.0909090909090908
FastViromeExplorer,66,0.1,826192231,224084,0.9545454545454546,1.0,3.571428598571429
PhageFilter,66,0.1,723981811,46292,0.4090909090909091,0.84375,3.2222222222222223
Kraken2,66,0.1,64641743,27108,0.9545454545454546,0.9692307692307692,2.5238095238095237
BioBloomTools,66,0.1,603795196,500732,1.0,0.8918918918918919,1.9393939393939394
FastViromeExplorer,77,0.0,887350413,224076,1.0,1.0,0.12875116883116883
PhageFilter,77,0.0,841779085,46256,0.4675324675324675,0.8571428571428571,8.88888888888889
Kraken2,77,0.0,57659059,27112,1.0,1.0,0.2727272727272727
BioBloomTools,77,0.0,577283194,500728,1.0,0.927710843373494,0.22077922077922077
FastViromeExplorer,77,0.02,864301696,224088,1.0,1.0,0.2723063636363637
PhageFilter,77,0.02,776898051,46288,0.5194805194805194,0.9523809523809523,8.525
Kraken2,77,0.02,58935438,27112,1.0,0.9871794871794872,0.6233766233766234
BioBloomTools,77,0.02,571986967,500732,1.0,0.9166666666666666,0.5324675324675324
FastViromeExplorer,77,0.04,837040543,224088,1.0,1.0,0.5345998701298701
PhageFilter,77,0.04,823725395,46408,0.45454545454545453,0.9722222222222222,6.9714285714285715
Kraken2,77,0.04,77962569,27112,1.0,0.9871794871794872,0.6233766233766234
BioBloomTools,77,0.04,592058433,500732,1.0,0.927710843373494,0.5324675324675324
FastViromeExplorer,77,0.06,835131722,224088,1.0,1.0,1.476318960423126
PhageFilter,77,0.06,732124025,46012,0.6493506493506493,0.9615384615384616,2.72
Kraken2,77,0.06,75018448,27112,0.987012987012987,1.0,1.013157894736842
BioBloomTools,77,0.06,567277354,500776,1.0,0.8953488372093024,0.935064935064935
FastViromeExplorer,77,0.08,885765641,224084,0.974025974025974,0.974025974025974,2.3783259997387436
PhageFilter,77,0.08,776474467,46152,0.38961038961038963,0.8571428571428571,2.1
Kraken2,77,0.08,57635419,27112,0.987012987012987,1.0,1.5657894736842106
BioBloomTools,77,0.08,575252202,500728,1.0,0.927710843373494,1.1688311688311688
FastViromeExplorer,77,0.1,932276680,224084,0.948051948051948,0.9864864864864865,2.7671235608219176
PhageFilter,77,0.1,736246900,46444,0.37662337662337664,0.8787878787878788,2.9655172413793105
Kraken2,77,0.1,57546703,27112,0.987012987012987,1.0,1.9342105263157894
BioBloomTools,77,0.1,547219851,500732,1.0,0.927710843373494,1.4155844155844155
FastViromeExplorer,88,0.0,842341284,224080,1.0,1.0,0.3653993320454546
PhageFilter,88,0.0,708900555,46012,0.4431818181818182,0.9285714285714286,9.333333333333334
Kraken2,88,0.0,58462139,27112,0.9886363636363636,1.0,0.42528735632183906
BioBloomTools,88,0.0,573513364,500728,1.0,0.9777777777777777,0.38636363636363635
FastViromeExplorer,88,0.02,931265212,224080,1.0,1.0,0.2558459090909091
PhageFilter,88,0.02,699285509,46224,0.3977272727272727,0.9210526315789473,7.257142857142857
Kraken2,88,0.02,62239066,27112,1.0,1.0,0.45454545454545453
BioBloomTools,88,0.02,573919084,500732,1.0,0.9887640449438202,0.5454545454545454
FastViromeExplorer,88,0.04,859088573,224080,1.0,1.0,0.6146834090909091
PhageFilter,88,0.04,884171593,48352,0.4431818181818182,0.975,8.076923076923077
Kraken2,88,0.04,76797264,27112,1.0,1.0,0.5227272727272727
BioBloomTools,88,0.04,588798986,500728,1.0,0.9361702127659575,0.4772727272727273
FastViromeExplorer,88,0.06,821406655,224084,0.9886363636363636,1.0,1.1070568764367816
PhageFilter,88,0.06,832383889,46020,0.38636363636363635,0.918918918918919,4.294117647058823
Kraken2,88,0.06,61573229,27112,0.9772727272727273,1.0,0.7325581395348837
BioBloomTools,88,0.06,539726453,500732,1.0,1.0,0.7727272727272727
FastViromeExplorer,88,0.08,850217432,224076,0.9886363636363636,1.0,1.705345896091954
PhageFilter,88,0.08,727902028,45992,0.4090909090909091,0.972972972972973,3.111111111111111
Kraken2,88,0.08,63965207,27112,0.9659090909090909,1.0,1.0941176470588236
BioBloomTools,88,0.08,580967923,500732,1.0,0.9777777777777777,0.9772727272727273
FastViromeExplorer,88,0.1,902834387,224072,0.9772727272727273,1.0,2.433158984078858
PhageFilter,88,0.1,687568566,46280,0.3068181818181818,0.9310344827586207,1.9259259259259258
Kraken2,88,0.1,56810943,27112,1.0,1.0,1.625
BioBloomTools,88,0.1,604857628,500728,1.0,0.9777777777777777,1.3522727272727273
FastViromeExplorer,99,0.0,829727253,224152,1.0,1.0,0.26992282828282826
PhageFilter,99,0.0,718708295,46232,0.41414141414141414,1.0,10.439024390243903
Kraken2,99,0.0,55742185,27128,0.98989898989899,1.0,0.336734693877551
BioBloomTools,99,0.0,573106535,500728,1.0,1.0,0.46464646464646464
FastViromeExplorer,99,0.02,803388421,224160,1.0,1.0,0.26795060606060606
PhageFilter,99,0.02,719691331,46332,0.43434343434343436,1.0,9.046511627906977
Kraken2,99,0.02,58182961,27128,1.0,1.0,0.41414141414141414
BioBloomTools,99,0.02,565834657,500728,1.0,0.99,0.43434343434343436
FastViromeExplorer,99,0.04,815226260,224152,1.0,1.0,0.5674324242424242
PhageFilter,99,0.04,775999878,48216,0.42424242424242425,0.9767441860465116,6.142857142857143
Kraken2,99,0.04,55527701,27128,1.0,1.0,0.6060606060606061
BioBloomTools,99,0.04,580699433,500728,1.0,0.99,0.7171717171717171
FastViromeExplorer,99,0.06,883152599,224156,1.0,1.0,1.0836423232323233
PhageFilter,99,0.06,724371417,48480,0.3434343434343434,1.0,5.294117647058823
Kraken2,99,0.06,54774942,27128,1.0,1.0,0.7474747474747475
BioBloomTools,99,0.06,556741058,500728,1.0,0.99,0.6868686868686869
FastViromeExplorer,99,0.08,798086761,224156,0.98989898989899,1.0,1.6389963979591837
PhageFilter,99,0.08,691994566,48236,0.3838383838383838,1.0,2.5789473684210527
Kraken2,99,0.08,53666840,27128,0.98989898989899,1.0,1.0714285714285714
BioBloomTools,99,0.08,530310521,500732,1.0,1.0,0.9595959595959596
FastViromeExplorer,99,0.1,802729940,224148,0.9595959595959596,1.0,2.452590409778947
PhageFilter,99,0.1,739687659,48744,0.32323232323232326,1.0,2.34375
Kraken2,99,0.1,55684551,27132,0.9494949494949495,1.0,1.6595744680851063
BioBloomTools,99,0.1,540517845,500732,1.0,1.0,1.5151515151515151
